WOS relevance rank	ScorerInits	Authors	Article Title	Source Title	Publication Date	Publication Year	Volume	Issue	DOI	Relevant? Y/N	relevantpt2	Second opinion needed?	second opinion note	Plant species	who will split out individual effects in study	lifeform	mating	MicrobeM-P-O	micr.loc.raw	Micrloc.1	Micrloc.2	micrtax.raw	micrtax.sim1	micrtax.sim2	phen infl micr	phenology of microbes	culture.vsother	culture.sim	strainvcomm.raw	Strainvcomm.1	phen.trait.raw	phen.trait.2	anyeffect	direction.effect.split	direction.grouped	state.relative.too	treatment	reason/s for multiple directions of effects	selection.measured	What fitness components?	raw data available?	Notes	
396	AO	Shykoff, JA; Kaltz, O	Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae)	INTERNATIONAL JOURNAL OF PLANT SCIENCES	MAR	1997	158	2	10.1086/297427	y	y	y?	all inoculated; but determined some inoculations were unsuccessful & compared between these	Silene latifolia (white companion)	AO	both	outcross	pathogen	flower; shoot	flower; shoot	reproductive; shoot	fungi (Microbotryum violaceum)	fungi	fungi	n	n	culture	culture	strains	strain	flowering time seasonally; years to first flower event	maturation time	y	earlier	various;  earlier	without focal microbe	males; data from fungus treatments pooled for males	more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change	not really	number of flowers -- but diseased plants are sterile	no	problem of that all were inoculated	interesting discussion of why infection should favor earlier vs delayed reproduction
396	AO	Shykoff, JA; Kaltz, O	Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae)	INTERNATIONAL JOURNAL OF PLANT SCIENCES	MAR	1997	158	2	10.1086/297427	y	y	y?	all inoculated; but determined some inoculations were unsuccessful & compared between these	Silene latifolia (white companion)	AO	both	outcross	pathogen	flower; shoot	flower; shoot	reproductive; shoot	fungi (Microbotryum violaceum)	fungi	fungi	n	n	culture	culture	strains	strain	flowering time seasonally; years to first flower event	maturation time	y	earlier	various;  earlier	without focal microbe	females; fungus FF	more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change	not really	number of flowers -- but diseased plants are sterile	no	problem of that all were inoculated	interesting discussion of why infection should favor earlier vs delayed reproduction
396	AO	Shykoff, JA; Kaltz, O	Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae)	INTERNATIONAL JOURNAL OF PLANT SCIENCES	MAR	1997	158	2	10.1086/297427	y	y	y?	all inoculated; but determined some inoculations were unsuccessful & compared between these	Silene latifolia (white companion)	AO	both	outcross	pathogen	flower; shoot	flower; shoot	reproductive; shoot	fungi (Microbotryum violaceum)	fungi	fungi	n	n	culture	culture	strains	strain	flowering time seasonally; years to first flower event	maturation time	y	earlier	various;  earlier	without focal microbe	females; fungus FR	more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change	not really	number of flowers -- but diseased plants are sterile	no	problem of that all were inoculated	interesting discussion of why infection should favor earlier vs delayed reproduction
396	AO	Shykoff, JA; Kaltz, O	Effects of the anther smut fungus Microbotryum violaceum on host life-history patterns in Silene latifolia (Caryophyllaceae)	INTERNATIONAL JOURNAL OF PLANT SCIENCES	MAR	1997	158	2	10.1086/297427	y	y	y?	all inoculated; but determined some inoculations were unsuccessful & compared between these	Silene latifolia (white companion)	AO	both	outcross	pathogen	flower; shoot	flower; shoot	reproductive; shoot	fungi (Microbotryum violaceum)	fungi	fungi	n	n	culture	culture	strains	strain	flowering time seasonally; years to first flower event	maturation time	y	earlier	various;  earlier	without focal microbe	females; fungus RR	more plants that flowered in the first season were diseased; males flowered later in season when diseased; females no change	not really	number of flowers -- but diseased plants are sterile	no	problem of that all were inoculated	interesting discussion of why infection should favor earlier vs delayed reproduction
66	MRG	Sun, Y; Li, XL; Feng, G	Effect of arbuscular mycorrhizal colonization on ecological functional traits of ephemerals in the Gurbantonggut desert	SYMBIOSIS		2008	46	3		y	y	n		Erodium oxyrrhynchum	AO	perennial	selfer	nutrients	root;soil	root; soil	root	glomus intraradices	AMF	MF	n	n	direct inoculation	direct	strains	strain	Flowering	flowering time	y	earlier	earlier	without focal microbe	beg167		n	number of fruits, number of seeds, dry weight		days from sowing for all these; not days from germination	
66	MRG	Sun, Y; Li, XL; Feng, G	Effect of arbuscular mycorrhizal colonization on ecological functional traits of ephemerals in the Gurbantonggut desert	SYMBIOSIS		2008	46	3		y	y	n		Plantago minuta	AO	perennial		nutrients	root;soil	root; soil	root	glomus intraradices	AMF	MF	n	n	direct inoculation	direct	strains	strain	Flowering	flowering time	y	earlier	earlier	without focal microbe	beg167		n	number of fruits, number of seeds, dry weight		could not find selfing info for P. minuta	
66	MRG	Sun, Y; Li, XL; Feng, G	Effect of arbuscular mycorrhizal colonization on ecological functional traits of ephemerals in the Gurbantonggut desert	SYMBIOSIS		2008	46	3		y	y	n		Erodium oxyrrhynchum	AO	perennial	selfer	nutrients	root;soil	root; soil	root	glomus mosseae	AMF	MF	n	n	direct inoculation	direct	strains	strain	Flowering	flowering time	y	earlier	earlier	without focal microbe	beg141		n	number of fruits, number of seeds, dry weight		days from sowing for all these; not days from germination	
66	MRG	Sun, Y; Li, XL; Feng, G	Effect of arbuscular mycorrhizal colonization on ecological functional traits of ephemerals in the Gurbantonggut desert	SYMBIOSIS		2008	46	3		y	y	n		Plantago minuta	AO	perennial		nutrients	root;soil	root; soil	root	glomus mosseae	AMF	MF	n	n	direct inoculation	direct	strains	strain	Flowering	flowering time	y	earlier	earlier	without focal microbe	beg141		n	number of fruits, number of seeds, dry weight		could not find selfing info for P. minuta	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; darkness; 10C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; darkness; 20C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; darkness; 25C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; darkness; 20/30C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; red pulse; 10C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; red pulse; 20C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; red pulse; 25C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; red pulse; 20/30C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; far red pulse; 10C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; far red pulse; 20C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; far red pulse; 25C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; far red pulse; 20/30C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2003; darkness; 5C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2003; darkness; 10C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; darkness; 20C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; darkness; 25C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; darkness; 20/30C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2003; red pulse; 5C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2003; red pulse; 10C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; red pulse; 20C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		there was a significant light X endophyte interaction effect that appeared to reduce the difference in germination probability -- however the authors didn't discuss and as best I can tell the germination rates still look different	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; red pulse; 25C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		there was a significant light X endophyte interaction effect that appeared to reduce the difference in germination probability -- however the authors didn't discuss and as best I can tell the germination rates still look different	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; red pulse; 20/30C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		there was a significant light X endophyte interaction effect that appeared to reduce the difference in germination probability -- however the authors didn't discuss and as best I can tell the germination rates still look different	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2003; far red pulse; 5C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2003; far red pulse; 10C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; far red pulse; 20C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; far red pulse; 25C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	narrowed	reduces germination prb conditionally; none	without focal microbe	lab; year2003; far red pulse; 20/30C	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination time	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2002; other treatments not evaluated separately for germination time as best I can tell	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination time	y	none	reduces germination prb conditionally; none	without focal microbe	lab; year2003; other treatments not evaluated separately for germination time as best I can tell	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	field; open canopy; no shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
